row_id,butterfly_taxon,host_taxon_name,host_taxon_rank,current_confidence,curated_confidence,curation_action,evidence_basis,source_checked,citation_for_ui,notes_for_web_app,source_refs_current,doi_or_url_current,occurrence_count_in_web_app,use_for_default_download_current,host_plant_family,host_plant_genus,host_plant_species
668,Melinaea satevis,Brunfelsia,genus,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Argentina: [Hayward, 1960; Hayward, 1969]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Brunfelsia,
669,Melinaea satevis,Juanulloa,genus,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Ac, Freitas, p.c., 1997 (ssp. maelus)] 1334. Methona sp.",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Juanulloa,
670,Melinaea satevis,Juanulloa parasitica,species,high,high,keep,"Direct immature-stage, oviposition, field collection, or rearing evidence in a checked primary/focused source.","McClure & Elias 2016, BMC Evolutionary Biology 16:128",McClure & Elias 2016,Source summarizes prior host-use context and then uses this plant in preference/performance experiments.,The paper reports previous surveys in northeastern Peru found all study Melinaea species use Juanulloa parasitica except M. mothone; experimental species was M. satevis cydon.,https://doi.org/10.1186/s12862-016-0701-5,167,true,Solanaceae,Juanulloa,Juanulloa parasitica
671,Methona confusa,Brunfelsia,genus,medium,medium,reaudit_upgrade,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Brazil: [Ac, Freitas, p.c., 1997]; Ecuador: [Mallet, p.c., 1984 (RC: 84-19) (ssp. psamathe)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Brunfelsia,
672,Methona confusa,Brunfelsia,genus,medium,needs_check,needs_primary_source,"Catalogue row is based only on personal communication, in-press, or broad catalogue aggregation; plausible but not independently checkable from supplied sources.",Beccaloni et al. 2008 catalogue row; embedded source not independently checked.,Beccaloni et al. 2008,Use as unverified clue; retrieve embedded primary source or expert note before showing as medium.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Neotropics: [Lamas, 1985]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Brunfelsia,
673,Methona confusa,Brunfelsia amazonica,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Am, Drummond & Brown, 1987 (ssp. confusa)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,25,true,Solanaceae,Brunfelsia,Brunfelsia amazonica
674,Methona confusa,Brunfelsia dwyeri,species,medium,medium,reaudit_upgrade,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Panama: [Drummond & Brown, 1987]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,24,true,Solanaceae,Brunfelsia,Brunfelsia dwyeri
675,Methona confusa,Brunfelsia grandiflora,species,medium,high,reaudit_upgrade,Costa 1999 table explicitly reports new larval hostplant records.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Costa 1999 table explicitly reports new larval hostplant records.,"Ecuador: [Drummond & Brown, 1987 (ssp. psamathe)]; Venezuela: [Drummond & Brown, 1987 (ssp. psamathe)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,476,true,Solanaceae,Brunfelsia,Brunfelsia grandiflora
676,Methona confusa,Brunfelsia pauciflora,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: authoritative_checked_compilation,Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Ecuador: [Drummond & Brown, 1987 (ssp. psamathe)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,468,true,Solanaceae,Brunfelsia,Brunfelsia pauciflora
677,Methona curvifascia,Brunfelsia,genus,low,low,keep,Beccaloni catalogue marks this as dubious; not suitable for confident UI display or default overlay.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Keep as exploratory only; requires primary-source verification.,"Neotropics: [Lamas, 1985]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,false,Solanaceae,Brunfelsia,
678,Methona singularis,Brunfelsia uniflora,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: authoritative_checked_compilation,Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Pe, Drummond & Brown, 1987]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,691,true,Solanaceae,Brunfelsia,Brunfelsia uniflora
679,Methona themisto,Brunfelsia,genus,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Brazil: [SP, Freitas, p.c., 1988; SC, Müller, 1886; RS, Lima, 1928; Pe, Arruda & Arruda, 1971; Hoffmann, 1937a]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Brunfelsia,
680,Methona themisto,Brunfelsia,genus,medium,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Otero & Marigo, 1990]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Brunfelsia,
681,Methona themisto,Brunfelsia americana,species,medium,high,downgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"N/A: [Hall, p.c., 1986 (Captive)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,105,true,Solanaceae,Brunfelsia,Brunfelsia americana
682,Methona themisto,Brunfelsia australis,species,medium,high,upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Argentina: [Hayward, 1969]; Brazil: [SP, Drummond & Brown, 1987; RS, Drummond & Brown, 1987]; Uruguay?: [Biezanko et al., 1974b]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,227,true,Solanaceae,Brunfelsia,Brunfelsia australis
683,Methona themisto,Brunfelsia pauciflora,species,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Argentina: [Drummond & Brown, 1987; Hayward, 1960]; Brazil: [SP, Drummond & Brown, 1987]; N/A: [Hall, p.c., 1986 (Captive)]; Uruguay?: [Biezanko et al., 1957]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,468,true,Solanaceae,Brunfelsia,Brunfelsia pauciflora
684,Methona themisto,Brunfelsia pilosa,species,medium,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Brown, 1992a]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,120,true,Solanaceae,Brunfelsia,Brunfelsia pilosa
685,Methona themisto,Brunfelsia uniflora,species,medium,medium,keep,"Genus-level association; useful context, not exact species-level host evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Genus-level association; useful context, not exact species-level host evidence.","Brazil: [Silva et al., 1968; RJ, Lima, 1928; Pr, Bizarro, p.c., 1997; Fonseca & Amante, 1973; Brown, 1992a; SC, Lima, 1947; RJ, Drummond & Brown, 1987]; N/A: [Hall, p.c., 1986 (Captive)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,691,true,Solanaceae,Brunfelsia,Brunfelsia uniflora
686,Methona themisto,Solanum sp,species,low,medium,keep,"Genus-level association; useful context, not exact species-level host evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Genus-level association; useful context, not exact species-level host evidence.","Brazil: [Pe, Arruda & Arruda, 1971; Fonseca & Amante, 1973]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,265,false,Solanaceae,Solanum,Solanum sp
687,Napeogenes inachia,Lycianthes,genus,medium,medium,taxon_level_reaudit,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Brazil: [Am, Brown & Freitas, 1994 (ssp. pyrois)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Lycianthes,
688,Napeogenes inachia,Lycianthes,genus,medium,medium,taxon_level_reaudit,"Genus-level host evidence is credible, but the map overlay includes all occurrences in the genus; keep below high unless a species-level host is resolved.","Brown & Freitas 1994, Juvenile stages of Ithomiinae, Fig. 3-7 and data acquisition notes. | Codex taxon-level policy adjustment 2026-05-21: taxon_level_genus_overlay_too_broad_for_high",Brown & Freitas 1994,"Genus-level association; useful context, not exact species-level host evidence.","Neotropics: [Lamas, 1985]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Lycianthes,
689,Napeogenes inachia,Lycianthes howardiana,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Ecuador: [Drummond & Brown, 1987 (ssp. pozziana)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,14,true,Solanaceae,Lycianthes,Lycianthes howardiana
690,Napeogenes inachia,Lycianthes sp,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Pe, Drummond & Brown, 1987 (ssp. sulphurina)]; Colombia: [Drummond & Brown, 1987 (ssp. johnsoni)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,1514,true,Solanaceae,Lycianthes,Lycianthes sp
691,Napeogenes sylphis,Lycianthes,genus,medium,medium,taxon_level_reaudit,"Genus-level host evidence is credible, but the map overlay includes all occurrences in the genus; keep below high unless a species-level host is resolved.","Brown & Freitas 1994, Juvenile stages of Ithomiinae, Fig. 3-7 and data acquisition notes. | Codex taxon-level policy adjustment 2026-05-21: taxon_level_genus_overlay_too_broad_for_high",Brown & Freitas 1994,"Genus-level association; useful context, not exact species-level host evidence.","Brazil: [Rd, Drummond & Brown, 1987 (ssp. acreana)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Lycianthes,
692,Napeogenes sylphis,Lycianthes sp,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Ecuador: [Drummond & Brown, 1987 (ssp. corena)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,1514,true,Solanaceae,Lycianthes,Lycianthes sp
693,Napeogenes sylphis,Solanum nr extensum,species,medium,high,needs_primary_source,Some populations lay eggs away from host plant; still a host-use record.,"De-Silva et al. 2011, Ecological Entomology",De-Silva et al. 2011,Some populations lay eggs away from host plant; still a host-use record.,"Ecuador: [Beccaloni, 1995 (ssp. corena)]",https://doi.org/10.1111/j.1365-2311.2011.01310.x,23,true,Solanaceae,Solanum,Solanum nr extensum
694,Napeogenes tolosa,Lycianthes,genus,medium,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Costa Rica: [DeVries, 1987 (ssp. amara)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Lycianthes,
695,Napeogenes tolosa,Solanum,genus,low,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Costa Rica: [Drummond & Brown, 1987 (ssp. amara); DeVries, 1987 (ssp. amara)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,false,Solanaceae,Solanum,
696,Napeogenes tolosa,Lycianthes multiflora,species,medium,medium,reaudit_upgrade,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Costa Rica: [Haber, p.c., 1998 (ssp. amara)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Lycianthes,Lycianthes multiflora
697,Napeogenes tolosa,Lycianthes nr multiflora,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Costa Rica: [Drummond & Brown, 1987 (ssp. amara)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,389,true,Solanaceae,Lycianthes,Lycianthes nr multiflora
698,Napeogenes tolosa,Solanum anceps,species,medium,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Ecuador: [Knapp & Helgason, 1997]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,668,true,Solanaceae,Solanum,Solanum anceps
699,Oleria aquata,Solanum,genus,medium,medium,reaudit_upgrade,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.",Beccaloni et al. 2008 catalogue row; embedded source not independently checked. | Codex source-PDF re-audit 2026-05-21: trusted_expert_communication,Beccaloni et al. 2008,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Brazil: [SP, Freitas, p.c., 1991]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Solanum,
700,Oleria aquata,Solanum cernuum,species,medium,high,reaudit_upgrade,Costa 1999 table explicitly reports new larval hostplant records.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: peer_reviewed_larval_host_record,Beccaloni et al. 2008,Costa 1999 table explicitly reports new larval hostplant records.,"Brazil: [MG, Costa, 1999]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,212,true,Solanaceae,Solanum,Solanum cernuum
701,Oleria aquata,Solanum cernuum,species,high,high,keep,"Direct immature-stage, oviposition, field collection, or rearing evidence in a checked primary/focused source.","Costa 1999, New records of larval hostplants for Ithomiinae butterflies",Costa 1999,"Brazil, Minas Gerais records; some entries may be subspecies-specific in source table.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.","Costa 1999 Table 1; record flags: f=first record, r=reared, p=feeding marks presumed as defined by author",https://doi.org/10.1590/S0034-71081999000300010,212,true,Solanaceae,Solanum,Solanum cernuum
702,Oleria aquata,Solanum swartzianum,species,medium,high,upgrade,Direct juvenile-stage/life-history evidence checked in Brown & Freitas 1994 figure legend.,"Brown & Freitas 1994, Juvenile stages of Ithomiinae, Fig. 3-7 and data acquisition notes.",Brown & Freitas 1994,"Fig. 5: Oleria aquata on Solanum swartzianum, Mongagua and Juiz de Fora.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.","Brazil: [Brown, 1992a; MG, Brown, p.c., 1996; MG, Costa, 1999; SP, Brown & Freitas, 1994]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,647,true,Solanaceae,Solanum,Solanum swartzianum
703,Oleria aquata,Solanum swartzianum,species,high,medium,keep,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Costa 1999 Table 1; record flags: f=first record, r=reared, p=feeding marks presumed as defined by author",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,647,true,Solanaceae,Solanum,Solanum swartzianum
